,,Valor,Valor,Valor,Valor,Valor,Valor,Valor,Valor,datetime,datetime,datetime,datetime,datetime,datetime,datetime,datetime,year,year,year,year,year,year,year,year,month,month,month,month,month,month,month,month,day,day,day,day,day,day,day,day
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
Guarulhos - Pimentas,MP2.5,57943.0,18.0091641785893,0.0,8.0,13.0,22.0,920.0,18.476402483208147,57943,2019-05-10 06:14:13.977184256,2015-06-16 01:00:00,2017-06-18 22:30:00,2019-05-06 09:00:00,2021-05-02 02:30:00,2023-01-01 00:00:00,,57943.0,2018.8085187166698,2015.0,2017.0,2019.0,2021.0,2022.0,2.21240394130466,57943.0,7.058781906356247,1.0,4.0,7.0,10.0,12.0,3.332473195504065,57943.0,15.821824896881418,1.0,8.0,16.0,23.0,31.0,8.759446859971337
Guarulhos - Pimentas,NO,8367.0,8.529580494801005,0.0,1.0,3.0,7.0,323.0,20.27821206103945,8367,2017-07-02 07:38:58.042308864,2017-01-01 02:00:00,2017-04-02 07:30:00,2017-07-02 07:00:00,2017-10-01 07:30:00,2017-12-31 23:00:00,,8367.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8367.0,6.518943468387714,1.0,4.0,7.0,10.0,12.0,3.4417864244558114,8367.0,15.715190629855384,1.0,8.0,16.0,23.0,31.0,8.795579345653858
Guarulhos - Pimentas,NO2,58385.0,23.669555536524793,0.0,12.0,19.0,30.0,220.0,16.71096854874209,58385,2019-05-21 19:12:55.062087680,2015-06-03 02:00:00,2017-07-03 11:00:00,2019-06-25 20:00:00,2021-04-13 15:00:00,2023-01-01 00:00:00,,58385.0,2018.8511261454141,2015.0,2017.0,2019.0,2021.0,2022.0,2.1996006811731097,58385.0,6.929913505181125,1.0,4.0,7.0,10.0,12.0,3.3483501080176636,58385.0,15.706208786503383,1.0,8.0,16.0,23.0,31.0,8.78790345755327
Guarulhos - Pimentas,O3,61820.0,43.825865415723065,0.0,25.0,39.0,57.0,264.0,27.115360300356052,61820,2019-05-19 01:40:39.055321856,2015-06-03 01:00:00,2017-08-01 07:45:00,2019-06-08 06:30:00,2021-03-21 08:15:00,2023-01-01 00:00:00,,61820.0,2018.8456486573925,2015.0,2017.0,2019.0,2021.0,2022.0,2.1586307742190796,61820.0,6.906308637981236,1.0,4.0,7.0,10.0,12.0,3.352253324153313,61820.0,15.71753477838887,1.0,8.0,16.0,23.0,31.0,8.764271907206378
Guarulhos - Pimentas,SO2,58569.0,2.718724922740699,0.0,1.0,2.0,3.0,178.0,4.398124923277321,58569,2019-04-03 18:54:32.816677888,2015-06-03 01:00:00,2017-07-07 21:00:00,2019-04-13 05:00:00,2021-01-20 13:00:00,2022-10-26 22:00:00,,58569.0,2018.7354402499616,2015.0,2017.0,2019.0,2021.0,2022.0,2.1168229007877164,58569.0,6.741962471614677,1.0,4.0,7.0,9.0,12.0,3.300402922800915,58569.0,15.703768205023135,1.0,8.0,16.0,23.0,31.0,8.79037738113396
Ibirapuera,CO,38677.0,348.4787486518097,0.0,124.766147,249.532294,374.298441,5614.4766146993325,352.6646941851217,38677,2018-10-30 01:14:02.268014592,2015-01-01 01:00:00,2016-04-16 09:00:00,2017-08-04 23:00:00,2021-10-16 17:00:00,2023-01-01 00:00:00,,38677.0,2018.3259301393593,2015.0,2016.0,2017.0,2021.0,2022.0,2.811636266807257,38677.0,6.539519611138402,1.0,4.0,7.0,9.0,12.0,3.42147723520867,38677.0,15.662279907955632,1.0,8.0,16.0,23.0,31.0,8.760813539103465
Ibirapuera,FMC,370.0,12.421621621621622,1.0,6.0,9.0,15.0,68.0,10.199663503008273,370,2018-09-26 18:15:14.594594560,2015-01-09 01:00:00,2016-09-21 13:00:00,2018-07-05 01:00:00,2021-02-27 13:00:00,2022-12-19 01:00:00,,370.0,2018.2486486486487,2015.0,2016.0,2018.0,2021.0,2022.0,2.3576688709282245,370.0,6.394594594594595,1.0,3.0,6.0,9.0,12.0,3.370680690540989,370.0,15.594594594594595,1.0,8.0,15.5,23.0,31.0,8.70398301330521
Ibirapuera,MP2.5,59731.0,14.683229813664596,0.0,6.0,12.0,20.0,119.0,12.210676036298095,59731,2018-10-23 13:47:29.033165568,2015-01-01 04:00:00,2016-11-22 02:30:00,2018-09-23 13:00:00,2020-07-17 13:30:00,2023-01-01 00:00:00,,59731.0,2018.316418610102,2015.0,2016.0,2018.0,2020.0,2022.0,2.2331148829635987,59731.0,6.439554000435285,1.0,3.0,6.0,9.0,12.0,3.4182042610571495,59731.0,15.769483182936833,1.0,8.0,16.0,23.0,31.0,8.773339649061107
Ibirapuera,NO,6623.0,6.929035180431828,0.0,0.0,1.0,4.0,286.0,20.225386048071794,6623,2017-07-19 09:36:45.767778560,2017-01-02 02:00:00,2017-04-30 09:30:00,2017-07-22 02:00:00,2017-10-04 16:30:00,2017-12-31 23:00:00,,6623.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,6623.0,7.088479540993507,1.0,4.0,7.0,10.0,12.0,3.1423527811265446,6623.0,15.547788011475163,1.0,8.0,16.0,23.0,31.0,8.769030520482785
Ibirapuera,NO2,60583.0,26.821880725616097,0.0,14.0,22.0,34.0,197.0,18.931538187423108,60583,2018-12-11 11:36:29.901457664,2015-01-01 02:00:00,2016-11-24 23:00:00,2018-12-12 14:00:00,2020-12-12 20:30:00,2023-01-01 00:00:00,,60583.0,2018.438720433125,2015.0,2016.0,2018.0,2020.0,2022.0,2.2758942104656628,60583.0,6.579568525824076,1.0,4.0,7.0,9.0,12.0,3.360411761002014,60583.0,15.735949028605384,1.0,8.0,16.0,23.0,31.0,8.754418491927275
Ibirapuera,O3,65215.0,43.833427892356056,0.0,19.0,37.0,59.0,296.0,34.973912074940394,65215,2019-01-07 19:53:12.333051904,2015-01-01 01:00:00,2016-12-28 07:30:00,2019-01-06 09:00:00,2021-01-25 09:30:00,2023-01-01 00:00:00,,65215.0,2018.5218738020394,2015.0,2016.0,2019.0,2021.0,2022.0,2.306087218425211,65215.0,6.480441616192594,1.0,4.0,6.0,9.0,12.0,3.4170928427837737,65215.0,15.707306601242045,1.0,8.0,16.0,23.0,31.0,8.771688172347378
Ibirapuera,PTS,176.0,44.05681818181818,4.0,25.75,38.0,52.25,157.0,28.481315360694364,176,2016-11-03 23:05:27.272727296,2015-01-09 01:00:00,2015-11-15 13:00:00,2016-10-11 01:00:00,2017-10-13 01:00:00,2018-12-14 01:00:00,,176.0,2016.3579545454545,2015.0,2015.0,2016.0,2017.0,2018.0,1.0966152174144472,176.0,6.3522727272727275,1.0,3.0,6.0,9.25,12.0,3.454321592199786,176.0,15.607954545454545,1.0,8.0,15.5,23.0,31.0,8.855651581620911
Interlagos,MP10,64100.0,23.795366614664587,0.0,11.0,20.0,32.0,529.0,18.329048570403053,64100,2018-12-17 13:14:16.137285376,2015-01-01 01:00:00,2016-11-23 21:45:00,2018-10-27 17:30:00,2021-01-17 09:15:00,2023-01-01 00:00:00,,64100.0,2018.4486427457098,2015.0,2016.0,2018.0,2021.0,2022.0,2.3209461957416457,64100.0,6.658517940717629,1.0,4.0,7.0,10.0,12.0,3.4341319096612817,64100.0,15.768720748829953,1.0,8.0,16.0,23.0,31.0,8.80692169191577
Interlagos,NO,7692.0,11.07826313052522,0.0,2.0,5.0,11.0,238.0,18.982719340102665,7692,2017-07-05 21:18:39.968798720,2017-01-01 02:00:00,2017-04-06 16:45:00,2017-07-13 05:30:00,2017-10-08 04:15:00,2017-12-31 23:00:00,,7692.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7692.0,6.6393655746229845,1.0,4.0,7.0,10.0,12.0,3.4971913262702508,7692.0,15.60504420176807,1.0,8.0,16.0,23.0,31.0,8.72350921884489
Interlagos,NO2,41313.0,26.965144143489944,0.0,14.0,22.0,35.0,188.0,18.802047441257905,41313,2017-11-30 05:39:15.820201984,2015-01-10 13:00:00,2016-06-22 19:00:00,2017-10-14 19:00:00,2019-04-09 09:00:00,2022-07-08 00:00:00,,41313.0,2017.4343669063007,2015.0,2016.0,2017.0,2019.0,2022.0,1.8313257533737264,41313.0,6.272166146249365,1.0,3.0,6.0,9.0,12.0,3.422596871072574,41313.0,15.741776196354659,1.0,8.0,16.0,23.0,31.0,8.769154740126424
Interlagos,O3,62161.0,42.060037644182046,0.0,20.0,36.0,55.0,326.0,31.97087335237561,62161,2018-12-10 19:04:33.007190784,2015-01-01 01:00:00,2016-12-20 13:00:00,2018-11-13 23:00:00,2020-10-31 18:00:00,2023-01-01 00:00:00,,62161.0,2018.432328952237,2015.0,2016.0,2018.0,2020.0,2022.0,2.26235913381303,62161.0,6.630700921799843,1.0,4.0,7.0,10.0,12.0,3.3912939542385074,62161.0,15.81805312012355,1.0,8.0,16.0,23.0,31.0,8.761400167528558
Interlagos,SO2,48447.0,1.8750180609738476,0.0,1.0,1.0,2.0,49.0,1.772469203788879,48447,2018-08-28 19:26:02.845996544,2015-01-01 01:00:00,2016-11-01 15:30:00,2018-06-03 13:00:00,2020-06-01 23:30:00,2022-12-31 08:00:00,,48447.0,2018.1589365698599,2015.0,2016.0,2018.0,2020.0,2022.0,2.175276767217587,48447.0,6.493012983260058,1.0,4.0,7.0,9.0,12.0,3.269669060545431,48447.0,15.89198505583421,1.0,8.0,16.0,24.0,31.0,8.787551757094013
Itaim Paulista,MP10,63884.0,29.038100306806086,0.0,13.0,22.0,36.0,500.0,26.462628996988613,63884,2019-01-07 03:22:58.598710272,2015-01-01 01:00:00,2016-11-21 21:45:00,2019-01-05 11:30:00,2021-01-12 06:15:00,2023-01-01 00:00:00,,63884.0,2018.5140410744475,2015.0,2016.0,2019.0,2021.0,2022.0,2.293400137509179,63884.0,6.550435163734268,1.0,4.0,7.0,9.0,12.0,3.382179579083752,63884.0,15.754179450253584,1.0,8.0,16.0,23.0,31.0,8.799920054202858
Itaim Paulista,MP2.5,51203.0,17.184325137198993,0.0,6.0,12.0,22.0,261.0,17.485036508013287,51203,2019-07-05 08:44:04.509111040,2015-06-28 02:00:00,2017-09-18 12:30:00,2019-09-11 23:00:00,2021-05-05 11:30:00,2023-01-01 00:00:00,,51203.0,2018.9787121848328,2015.0,2017.0,2019.0,2021.0,2022.0,2.1525308936470378,51203.0,6.867722594379235,1.0,4.0,7.0,10.0,12.0,3.2217411038504102,51203.0,15.642188934242133,1.0,8.0,16.0,23.0,31.0,8.75528437914329
Itaim Paulista,NO2,38687.0,20.503554165481944,0.0,10.0,16.0,26.0,179.0,16.190261695885923,38687,2020-07-02 17:24:47.662522368,2018-02-01 16:00:00,2019-04-04 07:30:00,2020-06-27 18:00:00,2021-09-17 06:30:00,2023-01-01 00:00:00,,38687.0,2019.9834569752113,2018.0,2019.0,2020.0,2021.0,2022.0,1.3969025459753328,38687.0,6.744797994158245,1.0,4.0,7.0,10.0,12.0,3.371466091536086,38687.0,15.739679995864243,1.0,8.0,16.0,23.0,31.0,8.81081691338762
Itaim Paulista,O3,63357.0,41.491058604416246,0.0,21.0,37.0,55.0,268.0,29.292895810152185,63357,2018-12-20 20:21:44.948150528,2015-01-01 01:00:00,2017-01-10 17:00:00,2018-12-11 06:00:00,2020-12-14 16:00:00,2023-01-01 00:00:00,,63357.0,2018.469103650741,2015.0,2017.0,2018.0,2020.0,2022.0,2.2710275864285374,63357.0,6.521584039648342,1.0,4.0,7.0,9.0,12.0,3.402664504648968,63357.0,15.748820177723061,1.0,8.0,16.0,23.0,31.0,8.79653233179281
Itaquera,O3,55596.0,39.858892726095405,0.0,17.0,34.0,54.0,272.0,32.08665979949485,55596,2018-10-13 13:12:13.261385728,2015-01-01 01:00:00,2016-09-14 14:45:00,2018-09-05 04:30:00,2020-07-19 09:15:00,2023-01-01 00:00:00,,55596.0,2018.248650982085,2015.0,2016.0,2018.0,2020.0,2022.0,2.293009937544646,55596.0,6.9198503489459675,1.0,4.0,7.0,10.0,12.0,3.357042425373527,55596.0,15.887797683286568,1.0,8.0,16.0,24.0,31.0,8.77938382763797
Itu - Centro,FMC,365.0,10.087671232876712,1.0,6.0,9.0,12.0,35.0,5.7924720283578015,365,2018-06-14 06:43:13.972602624,2015-01-09 01:00:00,2016-07-28 01:00:00,2018-02-05 01:00:00,2019-11-19 01:00:00,2022-11-25 01:00:00,,365.0,2017.9671232876713,2015.0,2016.0,2018.0,2019.0,2022.0,2.2711796079749984,365.0,6.326027397260274,1.0,3.0,6.0,9.0,12.0,3.4267061763488775,365.0,16.03287671232877,1.0,9.0,16.0,23.0,31.0,8.651939609676182
Jaboticabal - Jd Kennedy,MP10,325.0,32.51692307692308,2.0,17.0,28.0,43.0,148.0,20.853335355323747,325,2018-03-04 19:58:42.461538560,2015-01-09 01:00:00,2016-06-28 01:00:00,2017-12-28 01:00:00,2019-07-16 01:00:00,2022-05-29 01:00:00,,325.0,2017.7015384615383,2015.0,2016.0,2017.0,2019.0,2022.0,2.0593427804907454,325.0,6.190769230769231,1.0,3.0,6.0,9.0,12.0,3.5347360544118387,325.0,15.673846153846155,1.0,8.0,16.0,23.0,31.0,8.698912180520415
Jacareí,MP10,43149.0,21.3667292405386,0.0,8.0,16.0,30.0,713.0,20.493451934257926,43149,2019-06-23 00:17:34.494889728,2015-01-01 01:00:00,2017-04-27 04:00:00,2019-12-21 15:00:00,2021-04-22 22:00:00,2022-12-22 04:00:00,,43149.0,2018.976453683747,2015.0,2017.0,2019.0,2021.0,2022.0,2.312617280681685,43149.0,6.491645229321652,1.0,4.0,7.0,9.0,12.0,3.1375346114512235,43149.0,15.641196783239472,1.0,8.0,16.0,23.0,31.0,8.828628374741076
Jacareí,NO,4060.0,8.009605911330048,0.0,0.0,2.0,8.0,118.0,14.781688209541029,4060,2017-05-15 05:35:38.719211776,2017-01-01 02:00:00,2017-02-27 01:15:00,2017-04-28 06:30:00,2017-08-09 20:15:00,2017-09-22 23:00:00,,4060.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,4060.0,4.957142857142857,1.0,2.0,4.0,8.0,9.0,2.8099242899385577,4060.0,15.145073891625616,1.0,7.0,15.0,22.0,31.0,8.891444513286274
Jacareí,NO2,35418.0,11.260968998814162,0.0,4.0,8.0,15.0,137.0,10.426190499465243,35418,2019-02-16 12:46:28.988649984,2015-01-01 02:00:00,2017-02-10 12:15:00,2019-04-03 04:30:00,2021-05-09 17:45:00,2022-12-22 00:00:00,,35418.0,2018.6310633011462,2015.0,2017.0,2019.0,2021.0,2022.0,2.343332611796851,35418.0,6.476734993506127,1.0,4.0,6.0,9.0,12.0,3.4302628569500473,35418.0,15.67375345869332,1.0,8.0,16.0,23.0,31.0,8.728044581157182
Jacareí,O3,42825.0,35.82269702276707,0.0,10.0,32.0,52.0,273.0,30.543451154500765,42825,2019-04-18 05:02:53.253940224,2015-01-01 01:00:00,2017-03-21 11:00:00,2019-07-30 12:00:00,2021-03-10 15:00:00,2022-12-22 04:00:00,,42825.0,2018.776602451839,2015.0,2017.0,2019.0,2021.0,2022.0,2.313710039856376,42825.0,6.729083479276124,1.0,4.0,7.0,9.0,12.0,3.3575840558783447,42825.0,15.530647985989493,1.0,8.0,15.0,23.0,31.0,8.700144219842988
Jaú,MP10,66263.0,24.5148423705537,0.0,12.0,19.0,31.0,462.0,19.929179928399535,66263,2018-12-09 00:57:46.731056640,2015-01-01 01:00:00,2016-12-16 20:30:00,2018-11-23 02:00:00,2020-11-29 08:30:00,2023-01-01 00:00:00,,66263.0,2018.4391440170232,2015.0,2016.0,2018.0,2020.0,2022.0,2.2884632842684174,66263.0,6.497713656188219,1.0,4.0,6.0,9.0,12.0,3.468406290562848,66263.0,15.62318337533767,1.0,8.0,16.0,23.0,31.0,8.81365330192641
Jaú,NO,7892.0,2.83705017739483,0.0,1.0,2.0,3.0,152.0,5.015682496642486,7892,2017-07-04 10:05:29.802331392,2017-01-01 02:00:00,2017-04-05 01:15:00,2017-07-05 10:30:00,2017-10-03 19:15:00,2017-12-31 23:00:00,,7892.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7892.0,6.587176887987836,1.0,4.0,7.0,10.0,12.0,3.456099431414062,7892.0,15.713000506842372,1.0,8.0,16.0,24.0,31.0,8.917303694308607
Jaú,NO2,62641.0,14.374483165977555,0.0,7.0,11.0,17.0,158.0,12.000567630979662,62641,2018-12-02 04:12:00.620679936,2015-01-01 02:00:00,2016-12-25 02:00:00,2018-12-02 20:00:00,2020-10-11 11:00:00,2023-01-01 00:00:00,,62641.0,2018.4183362334572,2015.0,2016.0,2018.0,2020.0,2022.0,2.2342699007014017,62641.0,6.519627719863987,1.0,4.0,7.0,9.0,12.0,3.453671019947242,62641.0,15.659312590795166,1.0,8.0,16.0,23.0,31.0,8.79896116553512
Jaú,O3,59977.0,43.6182536639045,0.0,25.0,39.0,59.0,175.0,25.440789147203205,59977,2018-10-28 23:56:40.063357952,2015-01-01 01:00:00,2016-11-09 22:00:00,2018-09-29 20:00:00,2020-07-22 14:00:00,2023-01-01 00:00:00,,59977.0,2018.3329609683713,2015.0,2016.0,2018.0,2020.0,2022.0,2.2491115784202416,59977.0,6.420261100088367,1.0,3.0,6.0,9.0,12.0,3.5025260485361818,59977.0,15.705753872317722,1.0,8.0,16.0,23.0,31.0,8.78816126674732
Jundiaí,MP10,67275.0,23.92552954292085,0.0,12.0,20.0,31.0,193.0,16.484320054746007,67275,2018-12-24 10:49:07.478260992,2015-01-01 01:00:00,2016-12-23 14:30:00,2018-12-01 23:00:00,2020-12-28 04:30:00,2022-12-26 10:00:00,,67275.0,2018.4756447417317,2015.0,2016.0,2018.0,2020.0,2022.0,2.2891860697348942,67275.0,6.564013377926422,1.0,4.0,7.0,10.0,12.0,3.4345672634962976,67275.0,15.675183946488294,1.0,8.0,16.0,23.0,31.0,8.801048532220584
Jundiaí,MP2.5,30630.0,13.249918380672543,0.0,6.0,11.0,17.0,130.0,10.538561462742647,30630,2021-02-26 09:00:48.658178304,2019-02-21 01:00:00,2020-04-17 06:15:00,2021-03-04 17:30:00,2022-01-23 13:45:00,2022-12-26 10:00:00,,30630.0,2020.6401240613777,2019.0,2020.0,2021.0,2022.0,2022.0,1.0569361816843101,30630.0,6.70666013712047,1.0,4.0,7.0,10.0,12.0,3.383096323441687,30630.0,15.677897486124714,1.0,8.0,16.0,23.0,31.0,8.726082055241465
Jundiaí,NO,8255.0,6.005935796486978,0.0,0.0,2.0,5.0,130.0,12.508377174240929,8255,2017-07-02 13:34:35.832828672,2017-01-01 02:00:00,2017-04-01 19:30:00,2017-06-30 15:00:00,2017-10-02 18:30:00,2017-12-31 23:00:00,,8255.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8255.0,6.524409448818898,1.0,4.0,6.0,10.0,12.0,3.465584744670616,8255.0,15.786069049061176,1.0,8.0,16.0,23.0,31.0,8.828167398161632
Jundiaí,NO2,60352.0,25.111098223753977,0.0,12.0,20.0,34.0,160.0,18.261366089329723,60352,2018-10-31 09:42:41.373276928,2015-01-01 02:00:00,2016-10-26 11:45:00,2018-08-22 08:30:00,2021-02-06 09:15:00,2022-12-26 10:00:00,,60352.0,2018.3366085630964,2015.0,2016.0,2018.0,2021.0,2022.0,2.32477165666497,60352.0,6.457863865323436,1.0,3.0,6.0,10.0,12.0,3.5082965690369603,60352.0,15.644966198303287,1.0,8.0,16.0,23.0,31.0,8.757480880443214
Jundiaí,O3,65203.0,42.33407972025827,0.0,16.0,35.0,62.0,289.0,34.95410974061372,65203,2018-12-17 10:04:30.263638272,2015-01-01 01:00:00,2016-12-19 10:30:00,2018-12-06 15:00:00,2020-12-18 17:30:00,2022-12-26 10:00:00,,65203.0,2018.460807018082,2015.0,2016.0,2018.0,2020.0,2022.0,2.28327530070544,65203.0,6.511525543303223,1.0,4.0,7.0,9.0,12.0,3.441657465903179,65203.0,15.653773599374261,1.0,8.0,16.0,23.0,31.0,8.786388435803522
Jundiaí - Centro,FMC,356.0,17.252808988764045,2.0,11.0,15.0,22.0,65.0,9.629363425205195,356,2018-12-20 22:34:22.921348096,2015-01-09 01:00:00,2016-11-17 13:00:00,2019-02-13 01:00:00,2020-11-14 13:00:00,2022-11-25 01:00:00,,356.0,2018.4466292134832,2015.0,2016.0,2019.0,2020.0,2022.0,2.3412925015091646,356.0,6.803370786516854,1.0,4.0,7.0,10.0,12.0,3.3835708927217327,356.0,15.991573033707866,1.0,8.0,16.0,23.0,31.0,8.724092384949275
Limeira,MP10,54941.0,32.746418885713766,0.0,16.0,27.0,43.0,457.0,24.077045029260177,54941,2019-06-07 04:29:02.764056064,2016-01-01 01:00:00,2017-08-31 03:00:00,2019-04-26 18:00:00,2021-03-22 15:00:00,2022-12-27 00:00:00,,54941.0,2018.927303835023,2016.0,2017.0,2019.0,2021.0,2022.0,2.0016086155438764,54941.0,6.552610982690522,1.0,4.0,7.0,10.0,12.0,3.458909500381042,54941.0,15.728818186782185,1.0,8.0,16.0,23.0,31.0,8.836724943128583
Limeira,MP2.5,23194.0,12.562085021988445,0.0,7.0,10.0,16.0,116.0,9.269072851816798,23194,2021-03-26 13:06:01.800465920,2019-05-17 01:00:00,2020-02-16 19:15:00,2021-04-27 13:30:00,2022-03-13 22:45:00,2022-12-18 00:00:00,,23194.0,2020.7037595929983,2019.0,2020.0,2021.0,2022.0,2022.0,1.1123947861640775,23194.0,6.850262999051479,1.0,4.0,7.0,10.0,12.0,3.5613934945919614,23194.0,16.23437095800638,1.0,9.0,16.0,24.0,31.0,8.62187553761176
Limeira,NO,8003.0,8.852180432337873,0.0,2.0,3.0,7.0,227.0,17.133662060036524,8003,2017-06-27 20:05:40.972135424,2017-01-01 02:00:00,2017-03-29 00:30:00,2017-06-25 07:00:00,2017-09-24 10:30:00,2017-12-31 23:00:00,,8003.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8003.0,6.375484193427464,1.0,3.0,6.0,9.0,12.0,3.4303268013926487,8003.0,15.609146570036236,1.0,8.0,15.0,23.0,31.0,8.833086688908399
Limeira,NO2,55993.0,20.14626828353544,0.0,9.0,16.0,26.0,147.0,15.081951006280352,55993,2019-07-18 20:39:03.764399360,2016-01-01 02:00:00,2017-09-27 23:00:00,2019-07-24 20:00:00,2021-05-16 07:00:00,2023-01-01 00:00:00,,55993.0,2019.041862375654,2016.0,2017.0,2019.0,2021.0,2022.0,2.029086758583322,55993.0,6.545925383530084,1.0,4.0,7.0,10.0,12.0,3.44668368016733,55993.0,15.767292340113944,1.0,8.0,16.0,23.0,31.0,8.803621260970374
Limeira,O3,56776.0,45.14971114555446,0.0,21.0,39.0,65.0,195.0,30.652769462842816,56776,2019-07-25 19:55:26.905734912,2016-01-01 01:00:00,2017-10-06 04:45:00,2019-08-09 20:30:00,2021-05-14 15:15:00,2023-01-01 00:00:00,,56776.0,2019.0608707904748,2016.0,2017.0,2019.0,2021.0,2022.0,2.0194807767415592,56776.0,6.548118923488798,1.0,4.0,7.0,10.0,12.0,3.4552394540376654,56776.0,15.732052275609412,1.0,8.0,16.0,23.0,31.0,8.803260585715165
Limeira - Boa Vista,MP10,140.0,31.764285714285716,2.0,21.0,26.0,38.0,97.0,16.86834791426324,140,2016-04-05 11:47:59.999999744,2015-01-09 01:00:00,2015-08-17 13:00:00,2016-04-08 01:00:00,2016-11-21 13:00:00,2017-06-30 01:00:00,,140.0,2015.807142857143,2015.0,2015.0,2016.0,2016.0,2017.0,0.7576604331512904,140.0,5.964285714285714,1.0,3.0,6.0,9.0,12.0,3.3978637264304132,140.0,16.142857142857142,1.0,8.75,16.5,24.0,31.0,8.623684492376176
Limeira - Centro,FMC,112.0,11.794642857142858,2.0,6.0,8.5,15.0,48.0,8.768430671897706,112,2015-12-21 03:08:34.285714176,2015-01-09 01:00:00,2015-06-30 13:00:00,2015-12-20 01:00:00,2016-06-11 13:00:00,2016-12-27 01:00:00,,112.0,2015.482142857143,2015.0,2015.0,2015.0,2016.0,2016.0,0.5019267894130597,112.0,6.383928571428571,1.0,3.75,6.0,9.0,12.0,3.37784390881661,112.0,15.758928571428571,1.0,8.0,15.0,23.0,31.0,8.7448780743583
Marg. Tietê - Pte dos Remédios,CO,53372.0,848.6187873114569,0.0,499.06458797327394,748.5968819599109,1122.8953229398664,4990.64588,575.7623768029606,53372,2018-12-19 12:13:16.934722560,2015-01-01 01:00:00,2016-08-14 09:45:00,2019-03-21 21:30:00,2020-11-05 10:15:00,2023-01-01 00:00:00,,53372.0,2018.4457393389791,2015.0,2016.0,2019.0,2020.0,2022.0,2.2756158796228685,53372.0,6.753372554897699,1.0,4.0,7.0,10.0,12.0,3.4423347058271285,53372.0,15.907666941467436,1.0,8.0,16.0,23.0,31.0,8.78036916447764
Marg. Tietê - Pte dos Remédios,FMC,152.0,35.85526315789474,2.0,16.0,29.5,54.0,159.0,25.84221298797221,152,2016-10-06 21:03:09.473684224,2015-01-09 01:00:00,2015-09-16 13:00:00,2016-06-25 01:00:00,2018-03-08 13:00:00,2018-12-20 01:00:00,,152.0,2016.3026315789473,2015.0,2015.0,2016.0,2018.0,2018.0,1.245066947768926,152.0,6.092105263157895,1.0,3.0,6.0,9.0,12.0,3.314338232984244,152.0,15.723684210526315,1.0,8.0,15.5,23.0,31.0,8.706545736087504
Marg. Tietê - Pte dos Remédios,MP10,67284.0,31.75084715534154,0.0,16.0,26.0,41.0,285.0,23.108555529709793,67284,2019-01-01 18:25:10.700909312,2015-01-01 01:00:00,2017-01-09 08:45:00,2018-12-26 15:30:00,2020-12-25 10:15:00,2023-01-01 00:00:00,,67284.0,2018.5045924736935,2015.0,2017.0,2018.0,2020.0,2022.0,2.284954140955257,67284.0,6.4870845966351585,1.0,4.0,6.0,9.0,12.0,3.4532249015933125,67284.0,15.769722370845967,1.0,8.0,16.0,23.0,31.0,8.768704661962047
Marg. Tietê - Pte dos Remédios,MP2.5,67036.0,19.194552180917714,0.0,9.0,16.0,25.0,164.0,15.162914136130674,67036,2018-12-31 04:27:53.906557952,2015-01-01 01:00:00,2017-01-03 12:45:00,2018-12-21 09:30:00,2020-12-21 12:15:00,2023-01-01 00:00:00,,67036.0,2018.4968076854227,2015.0,2017.0,2018.0,2020.0,2022.0,2.2880320967116288,67036.0,6.528999343636255,1.0,4.0,7.0,10.0,12.0,3.4605311701173327,67036.0,15.750850289396743,1.0,8.0,16.0,23.0,31.0,8.814021781158166
Marg. Tietê - Pte dos Remédios,NO,8184.0,59.93413978494624,0.0,7.0,30.0,89.0,527.0,74.52353645120576,8184,2017-07-02 04:55:00,2017-01-01 02:00:00,2017-03-31 02:45:00,2017-07-04 07:30:00,2017-10-02 23:45:00,2017-12-31 23:00:00,,8184.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8184.0,6.515518084066471,1.0,3.0,7.0,10.0,12.0,3.480397247587864,8184.0,15.699657869012707,1.0,8.0,16.0,23.0,31.0,8.783432900413935
Marg. Tietê - Pte dos Remédios,NO2,64881.0,54.57090673694918,1.0,32.0,50.0,72.0,240.0,29.75059606371046,64881,2018-12-25 12:02:52.451102464,2015-01-01 02:00:00,2016-12-24 22:00:00,2018-12-13 08:00:00,2020-12-29 05:00:00,2023-01-01 00:00:00,,64881.0,2018.4822829487832,2015.0,2016.0,2018.0,2020.0,2022.0,2.2983129375619513,64881.0,6.514680723170112,1.0,4.0,7.0,9.0,12.0,3.4470234720792154,64881.0,15.805335922689231,1.0,8.0,16.0,23.0,31.0,8.823517463578774
