,,Valor,Valor,Valor,Valor,Valor,Valor,Valor,Valor,datetime,datetime,datetime,datetime,datetime,datetime,datetime,datetime,year,year,year,year,year,year,year,year,month,month,month,month,month,month,month,month,day,day,day,day,day,day,day,day
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
São José dos Campos - Jardim Satélite,NO,8050.0,5.672919254658385,0.0,0.0,1.0,3.0,216.0,15.986233814171994,8050,2017-07-05 08:00:50.981366784,2017-01-01 02:00:00,2017-04-08 11:15:00,2017-07-05 02:30:00,2017-10-04 23:00:00,2017-12-31 23:00:00,,8050.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8050.0,6.619006211180125,1.0,4.0,7.0,10.0,12.0,3.4448333610334165,8050.0,15.679130434782609,1.0,8.0,16.0,23.0,31.0,8.719936685684196
São José dos Campos - Jardim Satélite,NO2,57049.0,17.962979193325037,0.0,7.0,14.0,24.0,142.0,15.021369000367987,57049,2019-03-15 17:40:35.990113536,2015-06-02 01:00:00,2017-03-21 07:00:00,2019-03-23 11:00:00,2021-03-23 05:00:00,2023-01-01 00:00:00,,57049.0,2018.6846570492032,2015.0,2017.0,2019.0,2021.0,2022.0,2.2389704591140314,57049.0,6.725709477817315,1.0,4.0,7.0,10.0,12.0,3.416712161408302,57049.0,15.66649722168662,1.0,8.0,16.0,23.0,31.0,8.759253752238154
São José dos Campos - Jardim Satélite,O3,59736.0,39.44072251238784,0.0,19.0,36.0,54.0,261.0,27.720785587750125,59736,2019-04-14 12:16:46.006428416,2015-06-02 01:00:00,2017-04-18 06:30:00,2019-06-08 21:30:00,2021-03-29 09:15:00,2023-01-01 00:00:00,,59736.0,2018.7682971742333,2015.0,2017.0,2019.0,2021.0,2022.0,2.2322502870599132,59736.0,6.700180795500201,1.0,4.0,7.0,10.0,12.0,3.376168549002196,59736.0,15.671471139681264,1.0,8.0,16.0,23.0,31.0,8.776235461907149
São Sebastião - SP,MP10,10889.0,21.518321241619983,0.0,12.0,19.0,27.0,507.0,16.793710430982905,10889,2021-10-29 07:47:34.476995072,2019-11-12 01:00:00,2020-11-20 23:00:00,2022-04-05 21:00:00,2022-08-24 13:00:00,2023-01-01 00:00:00,,10889.0,2021.2599871429884,2019.0,2020.0,2022.0,2022.0,2022.0,1.1009387650635007,10889.0,7.308384608320323,1.0,3.0,8.0,11.0,12.0,3.9818707052701092,10889.0,15.861603453025989,1.0,9.0,16.0,23.0,31.0,8.532054980909042
São Sebastião - SP,MP2.5,6839.0,7.75639713408393,0.0,4.0,7.0,10.0,133.0,5.173166270078708,6839,2022-05-29 04:07:57.438221824,2021-12-07 14:00:00,2022-03-01 19:30:00,2022-06-06 18:00:00,2022-08-23 17:30:00,2022-11-08 19:00:00,,6839.0,2021.9203099868403,2021.0,2022.0,2022.0,2022.0,2022.0,0.2708324948187825,6839.0,6.364965638251206,1.0,3.0,7.0,9.0,12.0,3.3118382007213736,6839.0,15.38792221084954,1.0,8.0,15.0,22.5,31.0,8.560520761182389
São Sebastião - SP,O3,16957.0,45.39629651471369,0.0,32.0,46.0,58.0,141.0,18.873017280822065,16957,2021-10-20 15:53:12.805331200,2019-11-12 01:00:00,2021-05-04 09:00:00,2021-12-27 12:00:00,2022-06-30 12:00:00,2023-01-01 00:00:00,,16957.0,2021.2808279766468,2019.0,2021.0,2021.0,2022.0,2022.0,0.8772469607791555,16957.0,6.772306422126555,1.0,4.0,7.0,10.0,12.0,3.6493177927431346,16957.0,15.957598631833461,1.0,9.0,16.0,23.0,31.0,8.6967349321096
Taboão da Serra,CO,59295.0,1110.9436960995338,0.0,623.830735,873.363029,1247.66147,8733.63029,842.3586707775447,59295,2018-11-28 12:28:01.214267904,2015-01-01 01:00:00,2016-12-16 14:30:00,2018-10-29 20:00:00,2020-11-12 06:30:00,2023-01-01 00:00:00,,59295.0,2018.4147735896788,2015.0,2016.0,2018.0,2020.0,2022.0,2.296050900459736,59295.0,6.442819799308542,1.0,4.0,6.0,9.0,12.0,3.380901781352856,59295.0,15.691862720296822,1.0,8.0,16.0,23.0,31.0,8.844251330258777
Taboão da Serra,MP10,66583.0,28.449138669029633,0.0,13.0,22.0,36.0,297.0,23.390718935115334,66583,2018-12-21 08:01:29.266028800,2015-01-01 01:00:00,2016-12-15 09:30:00,2018-11-30 13:00:00,2020-12-13 19:30:00,2023-01-01 00:00:00,,66583.0,2018.4699547932655,2015.0,2016.0,2018.0,2020.0,2022.0,2.2941641001430706,66583.0,6.529879999399246,1.0,4.0,7.0,9.0,12.0,3.4137156359692398,66583.0,15.68808855113167,1.0,8.0,16.0,23.0,31.0,8.769859154571932
Taboão da Serra,NO,8223.0,27.452754469171836,0.0,5.0,12.0,26.0,396.0,46.02171205455011,8223,2017-07-02 18:10:12.914994432,2017-01-01 02:00:00,2017-03-31 16:30:00,2017-07-06 04:00:00,2017-10-03 14:30:00,2017-12-31 23:00:00,,8223.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8223.0,6.539340873160647,1.0,3.0,7.0,10.0,12.0,3.4803724463488632,8223.0,15.52815274230816,1.0,8.0,15.0,23.0,31.0,8.773669952585156
Taboão da Serra,NO2,27820.0,36.323795830337886,0.0,23.0,33.0,45.0,212.0,20.04522659417202,27820,2017-03-12 01:54:37.138749184,2015-01-01 01:00:00,2016-05-08 18:45:00,2017-03-31 13:30:00,2018-02-05 16:15:00,2018-12-19 23:00:00,,27820.0,2016.6863048166786,2015.0,2016.0,2017.0,2018.0,2018.0,1.0503240627542303,27820.0,6.594536304816678,1.0,4.0,7.0,10.0,12.0,3.3696094090542137,27820.0,15.869841840402588,1.0,8.0,16.0,24.0,31.0,8.832411451508992
Tatuapé,FMC,396.0,19.22222222222222,1.0,9.0,14.0,25.0,100.0,15.167290291810923,396,2018-11-13 01:25:27.272727296,2015-01-09 01:00:00,2016-11-29 13:00:00,2018-10-18 01:00:00,2020-10-15 13:00:00,2022-12-13 01:00:00,,396.0,2018.3813131313132,2015.0,2016.0,2018.0,2020.0,2022.0,2.2866822559497053,396.0,6.356060606060606,1.0,3.0,6.0,9.0,12.0,3.3256941616867146,396.0,15.58838383838384,1.0,8.0,16.0,23.0,31.0,8.68140841482264
Tatuapé,SO2,77.0,3.3636363636363638,3.0,3.0,3.0,3.0,10.0,1.1228381674307455,77,2018-08-21 09:43:38.181817600,2015-01-01 01:00:00,2016-11-01 01:00:00,2018-08-01 01:00:00,2020-07-01 01:00:00,2022-09-01 01:00:00,,77.0,2018.1948051948052,2015.0,2016.0,2018.0,2020.0,2022.0,2.2362972276732305,77.0,6.324675324675325,1.0,3.0,6.0,9.0,12.0,3.3695289317865007,77.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Tatuí,MP10,68262.0,20.034484779232955,0.0,8.0,15.0,26.0,369.0,17.943798726287554,68262,2019-01-03 20:28:59.087633152,2015-01-05 16:00:00,2017-01-08 09:15:00,2019-01-11 01:30:00,2020-12-27 15:45:00,2023-01-01 00:00:00,,68262.0,2018.5077935015088,2015.0,2017.0,2019.0,2020.0,2022.0,2.2861707559734867,68262.0,6.519996484134658,1.0,4.0,7.0,10.0,12.0,3.4285397762425704,68262.0,15.688362485716796,1.0,8.0,16.0,23.0,31.0,8.75420195377329
Tatuí,NO,7880.0,1.1748730964467005,0.0,0.0,1.0,1.0,50.0,2.449982577575235,7880,2017-07-01 00:43:26.802030592,2017-01-01 02:00:00,2017-04-01 23:00:00,2017-07-01 19:30:00,2017-09-27 22:15:00,2017-12-25 23:00:00,,7880.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7880.0,6.483756345177665,1.0,4.0,7.0,9.0,12.0,3.397137144837244,7880.0,15.495558375634518,1.0,8.0,15.0,23.0,31.0,8.670966712647296
Tatuí,NO2,60151.0,8.628917224983791,0.0,3.0,5.0,11.0,119.0,9.784942765664468,60151,2019-01-04 18:15:18.628119552,2015-01-01 02:00:00,2017-01-07 07:30:00,2019-01-13 17:00:00,2021-01-01 23:30:00,2023-01-01 00:00:00,,60151.0,2018.514671410284,2015.0,2017.0,2019.0,2021.0,2022.0,2.2698383846160457,60151.0,6.462635700154611,1.0,4.0,6.0,9.0,12.0,3.3943128165888714,60151.0,15.809728849063191,1.0,8.0,16.0,23.0,31.0,8.804220769205521
Tatuí,O3,65241.0,45.72324151990313,0.0,29.0,41.0,58.0,173.0,24.9968725354901,65241,2019-01-04 13:29:03.247344384,2015-01-05 15:00:00,2016-12-28 10:00:00,2019-01-11 18:00:00,2021-01-06 09:00:00,2023-01-01 00:00:00,,65241.0,2018.5129902975123,2015.0,2016.0,2019.0,2021.0,2022.0,2.2888690507802174,65241.0,6.479422449073436,1.0,4.0,6.0,9.0,12.0,3.4299833505973827,65241.0,15.719854079489892,1.0,8.0,16.0,23.0,31.0,8.760003279960097
Taubaté,CO,26134.0,467.19274299355624,0.0,374.298441,374.298441,499.064588,4117.282851,244.54903497381403,26134,2017-05-16 01:42:09.807912960,2015-10-01 01:00:00,2016-07-18 21:15:00,2017-05-10 11:30:00,2018-03-22 01:45:00,2018-12-31 23:00:00,,26134.0,2016.8475549093134,2015.0,2016.0,2017.0,2018.0,2018.0,0.964820666131168,26134.0,6.798767888574271,1.0,4.0,7.0,10.0,12.0,3.522794886814222,26134.0,15.720211219101554,1.0,8.0,16.0,23.0,31.0,8.806647615510744
Taubaté,MP10,62334.0,20.857509545352457,0.0,10.0,17.0,27.0,357.0,16.007638792142544,62334,2019-05-31 03:42:43.557609216,2015-10-01 01:00:00,2017-08-15 09:15:00,2019-06-02 12:30:00,2021-03-15 21:45:00,2023-01-01 00:00:00,,62334.0,2018.8990599031026,2015.0,2017.0,2019.0,2021.0,2022.0,2.0766243781724656,62334.0,6.659896685596945,1.0,4.0,7.0,10.0,12.0,3.483599132026689,62334.0,15.771248435845607,1.0,8.0,16.0,23.0,31.0,8.78484623414428
Taubaté,MP2.5,57355.0,11.80188300932787,0.0,5.0,10.0,16.0,262.0,9.707169246905632,57355,2019-08-21 10:44:43.162758400,2016-02-03 01:00:00,2018-01-11 18:30:00,2019-09-04 06:00:00,2021-05-02 21:30:00,2023-01-01 00:00:00,,57355.0,2019.139865748409,2016.0,2018.0,2019.0,2021.0,2022.0,1.951373850537677,57355.0,6.477168511899573,1.0,4.0,6.0,9.0,12.0,3.372035802281194,57355.0,15.690279836108447,1.0,8.0,16.0,23.0,31.0,8.785114042371111
Taubaté,NO,8175.0,2.348868501529052,0.0,0.0,0.0,1.0,135.0,7.5591220576571745,8175,2017-07-02 17:47:19.045871616,2017-01-03 14:00:00,2017-04-02 22:30:00,2017-07-02 04:00:00,2017-10-01 16:30:00,2017-12-31 23:00:00,,8175.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8175.0,6.529051987767584,1.0,4.0,7.0,10.0,12.0,3.4294748922848926,8175.0,15.833761467889909,1.0,8.0,16.0,23.0,31.0,8.74788297529226
Taubaté,NO2,55481.0,15.01261693192264,0.0,7.0,12.0,20.0,115.0,11.675731064608861,55481,2019-04-06 17:20:38.888989184,2015-10-01 02:00:00,2017-07-06 05:00:00,2019-04-19 15:00:00,2020-12-25 05:00:00,2023-01-01 00:00:00,,55481.0,2018.7573043023738,2015.0,2017.0,2019.0,2020.0,2022.0,2.0418084285315143,55481.0,6.57134875002253,1.0,4.0,7.0,10.0,12.0,3.4918274550329125,55481.0,15.781997440565238,1.0,8.0,16.0,23.0,31.0,8.777324478494943
Taubaté,O3,59224.0,42.052833310819935,0.0,21.0,37.0,59.0,183.0,28.010402352160764,59224,2019-04-28 02:33:16.947183872,2015-10-01 01:00:00,2017-07-13 06:30:00,2019-04-19 19:30:00,2021-02-20 01:15:00,2023-01-01 00:00:00,,59224.0,2018.8118499257057,2015.0,2017.0,2019.0,2021.0,2022.0,2.0874796470231893,59224.0,6.624155747669864,1.0,4.0,7.0,10.0,12.0,3.450766668642106,59224.0,15.66609820343104,1.0,8.0,16.0,23.0,31.0,8.770713713422566
Taubaté,SO2,21387.0,1.050357693926217,0.0,1.0,1.0,1.0,20.0,0.8905492334163133,21387,2017-06-28 05:41:29.381400064,2015-10-01 01:00:00,2016-09-20 06:30:00,2017-07-13 03:00:00,2018-04-06 22:30:00,2018-12-31 23:00:00,,21387.0,2016.9539907420397,2015.0,2016.0,2017.0,2018.0,2018.0,0.9010402378629655,21387.0,6.941085706270164,1.0,4.0,7.0,10.0,12.0,3.3934584254953446,21387.0,15.661944171693085,1.0,8.0,15.0,23.0,31.0,8.711138619595884
Taubaté - Centro,FMC,89.0,9.876404494382022,2.0,6.0,8.0,13.0,29.0,5.557182544646615,89,2016-01-13 13:24:16.179775232,2015-02-20 01:00:00,2015-07-14 01:00:00,2015-11-29 01:00:00,2016-07-10 01:00:00,2016-12-27 01:00:00,,89.0,2015.4943820224719,2015.0,2015.0,2015.0,2016.0,2016.0,0.5028011423654932,89.0,7.01123595505618,2.0,5.0,7.0,9.0,12.0,2.8021679189451283,89.0,15.752808988764045,1.0,8.0,15.0,23.0,31.0,8.745493513384226
